job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,experience required,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills
Data Scientist,,Risk Management,Junior,23/04/2025,03 May 2025,2025-05-03,RH,Alger,3-11 ans,Master,18,CDD,10,"Contrat: CDD. Localisation: Alger. Département: IT. Expérience requise: 3-11 ans. Éducation: Master, 18 ans. En tant que Junior Data Scientist, vous serez amené à coordonner les relations clients.",Assurance santé,276433,"Docker, DevOps, SQL, Network Security, Java, Python"
Operations Manager,,Technical Support,Chief,14/10/2024,2024-12-28,2024-12-28,Marketing,Tlemcen,7-17 ans,Master,18,Volontariat,2,"As Chief Operations Manager, you'll design innovative projects. Expérience requise: 7-17 ans. Éducation: Master, 18 ans. Contrat: Volontariat. Localisation: Tlemcen. Département: Sales.","Participation bénéfices, Prime performance",435267,"Process Optimization, Inventory Control, Supply Chain Management, Logistics, Quality Control, Lean Management"
Software Engineer,,Procurement,Lead,2024-08-29,19 November 2024,2024-11-19,RH,Blida,4-13 ans,Bac,12,CDI,10,"Profil recherché (EN):
Responsabilités: Graphic Design, Logistics, Python
Profil:
- Maintenance
- Organization
- Teamwork
Compétences: UX/UI; Compliance
Avantages: UX/UI; Teamwork; Excel; Customer Service
","Prime performance, Horaires flexibles, Formation continue",321143,"Network Security, DevOps, Java, Machine Learning, C++, Kubernetes"
Volunteer Coord.,,Research & Development,Chief,22 February 2025,13/04/2025,2025-04-13,Logistique,Sétif,5-5 ans,None,0,Temps partiel,10,"Profil recherché (MIX):
Responsabilités: Graphic Design; Python; Strategic Planning; Blockchain; Budgeting
Profil: SQL, Strategic Planning, Leadership
Compétences: Budgeting, Research, UX/UI
Avantages:
- Technical Writing
- Coordination
- Machine Learning
",,298513,"Adaptability, Time Management, Critical Thinking, Problem Solving"
Cloud Architect,,Compliance,Chief,2024-06-30,28 July 2024,2024-07-28,Logistique,Oran,2-3 ans,Doctorat,20,Temps plein,3,"Contrat: Temps plein. Localisation: Oran. Département: Marketing. As Chief Cloud Architect, you'll perform key projects. En tant que Chief Cloud Architect, vous serez amené à coordonner les systèmes.",,717828,"Docker, Cloud Computing, DevOps, SQL, Network Security, Python, C++"
Accountant,,Data Science,Lead,2024-11-15,2025-01-13,2025-01-13,Logistique,Sétif,9-19 ans,Bac,12,Stage,10,"As Lead Accountant, you'll lead innovative projects. En tant que Lead Accountant, vous serez amené à superviser les systèmes. Contrat: Stage. Localisation: Sétif. Département: Legal.",Participation bénéfices,547300,"Audit, Risk Management, Accounting, Investment Strategies, SAP, Forecasting, Budgeting"
IT Intern,,Risk Management,Lead,06 November 2024,11 December 2024,2024-12-11,Ingénierie,Alger,4-7 ans,Doctorat,20,CDI,2,"As Lead IT Intern, you'll design key projects. Contrat: CDI. Localisation: Alger. Département: HR. Expérience requise: 4-7 ans. Éducation: Doctorat, 20 ans.",Prime performance,468487,"C++, Kubernetes, Python, Docker, Network Security, DevOps"
Data Engineer,,Risk Management,Chief,"Aug 14, 2024",06/10/2024,2024-10-06,Finance,Télétravail,7-14 ans,Licence,16,CDD,1,"Profil recherché (EN):
Responsabilités: Maintenance; Digital Marketing; Logistics; Budgeting
Profil: Compliance; Excel; Machine Learning; Blockchain
Compétences: Cloud, Graphic Design
Avantages: Negotiation; Strategic Planning
",,382001,"Machine Learning, Cloud Computing, DevOps, C++, Kubernetes, Docker, Network Security"
Network Admin,,Quality Assurance,Junior,"Sep 12, 2024",06/12/2024,2024-12-06,RH,Tlemcen,3-9 ans,None,0,CDI,2,"Expérience requise: 3-9 ans. Éducation: None, 0 ans. Contrat: CDI. Localisation: Tlemcen. Département: IT. As Junior Network Admin, you'll manage key projects.","Ticket Restaurant, Formation continue, Horaires flexibles",241865,"SQL, C++, Cloud Computing, Machine Learning, DevOps, Kubernetes, Python"
Volunteer Coord.,,Investor Relations,Junior,27 July 2024,04 September 2024,2024-09-04,Ventes,Saïda,7-12 ans,None,0,CDD,2,"As Junior Volunteer Coord., you'll design critical projects. Contrat: CDD. Localisation: Saïda. Département: Marketing. En tant que Junior Volunteer Coord., vous serez amené à développer les relations clients.",,331403,"Critical Thinking, Problem Solving, Time Management, Adaptability, Communication, Teamwork"
Blockchain Dev,,Quality Assurance,Mid,02 May 2024,2024-05-31,2024-05-31,RH,Béjaïa,4-11 ans,None,0,Temps plein,2,"Contrat: Temps plein. Localisation: Béjaïa. Département: Marketing. En tant que Mid Blockchain Dev, vous serez amené à superviser les relations clients. As Mid Blockchain Dev, you'll lead strategic projects.",Horaires flexibles,368616,"Time Management, Communication, Problem Solving, Adaptability"
Digital Marketer,,Administration,Mid,"Jun 10, 2024",2024-06-22,2024-06-22,Santé,Hybride,7-14 ans,Master,18,Temporaire,5,"Profil recherché (MIX):
Responsabilités:
- Logistics
- Digital Marketing
- Machine Learning
- Technical Writing
- SQL
Profil: Organization; Technical Writing; Compliance; Strategic Planning
Compétences: Digital Marketing; Negotiation; Machine Learning
Avantages: Cloud; Graphic Design; SQL; Excel; Communication
","Prime performance, Ticket Restaurant, Assurance santé",403359,"Machine Learning, Kubernetes, Python, Network Security"
Marketing Manager,,Technical Support,Chief,09/12/2024,2025-02-21,2025-02-21,RH,Sétif,3-10 ans,Master,18,CDI,5,"Expérience requise: 3-10 ans. Éducation: Master, 18 ans. As Chief Marketing Manager, you'll design innovative projects. Contrat: CDI. Localisation: Sétif. Département: IT.","Horaires flexibles, Assurance santé",300873,"Email Marketing, Brand Management, Google Analytics, Social Media"
QA Engineer,,Design,Senior,2024-08-04,2024-08-26,2024-08-26,Logistique,Saïda,6-13 ans,Doctorat,20,Alternance,2,"Profil recherché (EN):
Responsabilités:
- Machine Learning
- Negotiation
Profil: Communication; Negotiation; Digital Marketing
Compétences:
- Communication
- Machine Learning
- Python
Avantages:
- Technical Writing
- Teamwork
- SQL
",,324461,"DevOps, C++, Kubernetes, Machine Learning, Python, Network Security, Docker"
Chem. Engineer,,Public Relations,Mid,28/08/2024,25 October 2024,2024-10-25,Juridique,Constantine,2-11 ans,Doctorat,20,Temporaire,3,"Profil recherché (FR):
Responsabilités:
- Project Mgmt
- Data Analysis
- Research
- Negotiation
Profil: Strategic Planning, Organization, Data Analysis
Compétences:
- Java
- SQL
Avantages: Organization; Digital Marketing; Excel; Budgeting
",Voiture de fonction,208260,"C++, Docker, Machine Learning, Java, Python, DevOps"
App Developer,,Strategy,Mid,"Jun 06, 2024",27 June 2024,2024-06-27,Informatique,Blida,5-7 ans,Licence,16,CDI,1,"Profil recherché (EN):
Responsabilités: Negotiation, Customer Service, UX/UI, Budgeting, Maintenance
Profil: Negotiation, Leadership
Compétences: Coordination; Python; Organization
Avantages:
- Compliance
- Communication
- Graphic Design
- Coordination
",Formation continue,639378,"DevOps, Cloud Computing, Python, Kubernetes, Machine Learning, Network Security"
Operations Manager,,Strategy,Mid,21/01/2025,03/02/2025,2025-02-03,Marketing,Hybride,8-18 ans,Bac,12,Freelance,2,"As Mid Operations Manager, you'll perform strategic projects. Expérience requise: 8-18 ans. Éducation: Bac, 12 ans. Contrat: Freelance. Localisation: Hybride. Département: HR.",Participation bénéfices,335249,"Quality Control, Lean Management, Inventory Control, Supply Chain Management, Process Optimization, Logistics"
Event Planner,,Customer Success,Chief,29/10/2024,21 November 2024,2024-11-21,Informatique,Béjaïa,8-15 ans,Master,18,Volontariat,10,"Contrat: Volontariat. Localisation: Béjaïa. Département: Finance. En tant que Chief Event Planner, vous serez amené à coordonner les relations clients. Expérience requise: 8-15 ans. Éducation: Master, 18 ans.","Télétravail partiel, Assurance santé, Formation continue",224519,"Time Management, Critical Thinking, Problem Solving, Teamwork"
Product Manager,,Customer Success,Mid,2024-08-24,21/10/2024,2024-10-21,Ingénierie,Alger,9-16 ans,Master,18,Temps plein,10,"Profil recherché (EN):
Responsabilités: SEO; Customer Service
Profil: CAD, Blockchain, Strategic Planning, Negotiation, Java
Compétences:
- Network Security
- Teamwork
- SEO
- Coordination
- Logistics
Avantages: Network Security, Communication, Maintenance, Java
","Voiture de fonction, Télétravail partiel",348089,"Lean Management, Supply Chain Management, Inventory Control, Process Optimization, Quality Control, Logistics"
Investment Banker,,Logistics,Junior,05 February 2025,05 May 2025,2025-05-05,Informatique,Annaba,7-15 ans,Master,18,Temps partiel,2,"En tant que Junior Investment Banker, vous serez amené à gérer l’équipe. Expérience requise: 7-15 ans. Éducation: Master, 18 ans. Contrat: Temps partiel. Localisation: Annaba. Département: Engineering.","Télétravail partiel, Ticket Restaurant, Voiture de fonction",392476,"Forecasting, SAP, Financial Analysis, Risk Management, Budgeting, Investment Strategies, Excel"
Civil Engineer,,Training,Senior,"Apr 21, 2025",06/07/2025,2025-07-06,Admin,Constantine,7-16 ans,None,0,Volontariat,3,"En tant que Senior Civil Engineer, vous serez amené à développer les systèmes. Contrat: Volontariat. Localisation: Constantine. Département: Engineering. As Senior Civil Engineer, you'll perform strategic projects.","Voiture de fonction, Horaires flexibles, Formation continue",678046,"Docker, Cloud Computing, Machine Learning, Java, SQL, Network Security, Python"
SEO Specialist,,Public Relations,Chief,"May 23, 2024",03/07/2024,2024-07-03,Ventes,Alger,7-9 ans,None,0,Freelance,10,"As Chief SEO Specialist, you'll lead strategic projects. En tant que Chief SEO Specialist, vous serez amené à développer les processus. Expérience requise: 7-9 ans. Éducation: None, 0 ans.","Horaires flexibles, Voiture de fonction",374016,"Social Media, Brand Management, Public Relations, Campaign Planning, Content Strategy, SEO, Google Analytics"
Data Scientist,,Health & Safety,Junior,2024-07-04,2024-09-19,2024-09-19,RH,Tlemcen,7-7 ans,Master,18,Temporaire,1,"Profil recherché (FR):
Responsabilités:
- Maintenance
- Network Security
- Compliance
- Python
Profil:
- Teamwork
- Research
- Logistics
- SQL
Compétences: Negotiation; Compliance; Network Security
Avantages: Digital Marketing, Logistics, Java, Strategic Planning
",Assurance santé,387886,"DevOps, Cloud Computing, C++, Network Security, Python, SQL"
Pharmacist,,Research & Development,Lead,"Mar 25, 2025",2025-04-30,2025-04-30,Finance,Tlemcen,3-8 ans,Master,18,Freelance,3,"Profil recherché (FR):
Responsabilités:
- Project Mgmt
- Java
- Communication
Profil: Blockchain; Compliance; Technical Writing; Budgeting
Compétences: Network Security, Teamwork
Avantages: Leadership, Digital Marketing, Maintenance, Teamwork
",,471782,"HIPAA Compliance, Pharmacovigilance, Medical Terminology, Clinical Trials, Patient Care"
Recruiter,,Customer Success,Junior,08 July 2024,27 August 2024,2024-08-27,Ventes,Constantine,10-18 ans,None,0,CDD,3,"As Junior Recruiter, you'll design strategic projects. Contrat: CDD. Localisation: Constantine. Département: Sales. Expérience requise: 10-18 ans. Éducation: None, 0 ans.","Horaires flexibles, Voiture de fonction",385711,"Python, Machine Learning, Network Security, C++, SQL, Cloud Computing"
Legal Advisor,,Public Relations,Lead,19/02/2025,08/05/2025,2025-05-08,Logistique,Blida,10-17 ans,Licence,16,CDD,3,"Expérience requise: 10-17 ans. Éducation: Licence, 16 ans. As Lead Legal Advisor, you'll manage critical projects. En tant que Lead Legal Advisor, vous serez amené à coordonner l’équipe.","Ticket Restaurant, Formation continue, Télétravail partiel",420844,"Litigation Support, Contract Drafting, Legal Research, Compliance, Negotiation"
UX Designer,,Strategy,Junior,"Apr 29, 2024",2024-05-18,2024-05-18,Marketing,Annaba,10-15 ans,Master,18,Volontariat,2,"Profil recherché (FR):
Responsabilités:
- Graphic Design
- Leadership
Profil: CAD, Digital Marketing, Budgeting
Compétences: Logistics, Leadership, Coordination, UX/UI, Python
Avantages: Excel; Java
","Télétravail partiel, Formation continue, Ticket Restaurant",866523,"Adobe Photoshop, Color Theory, Sketch, Prototyping, Typography, UX Research, Illustrator"
Fashion Designer,,Data Science,Junior,05/04/2025,02/06/2025,2025-06-02,Admin,Béjaïa,0-8 ans,Bac,12,CDI,1,"Profil recherché (MIX):
Responsabilités: Blockchain, Graphic Design, Research, Maintenance, Cloud
Profil: Python, Strategic Planning, Project Mgmt
Compétences: Coordination; Negotiation
Avantages: Compliance; Python; Budgeting
","Assurance santé, Prime performance",340737,"UX Research, Illustrator, Typography, Adobe Photoshop, Prototyping, Figma, Sketch"
Restaurant Manager,,Logistics,Senior,"Jul 14, 2024",10 August 2024,2024-08-10,Juridique,Saïda,1-5 ans,None,0,CDI,5,"Expérience requise: 1-5 ans. Éducation: None, 0 ans. Contrat: CDI. Localisation: Saïda. Département: HR. En tant que Senior Restaurant Manager, vous serez amené à superviser les systèmes.","Prime performance, Télétravail partiel, Ticket Restaurant",492819,"Inventory Control, Supply Chain Management, Process Optimization, Lean Management"
Chem. Engineer,,Business Development,Senior,05 September 2024,02 December 2024,2024-12-02,Ventes,Annaba,7-8 ans,Doctorat,20,Alternance,3,"As Senior Chem. Engineer, you'll perform strategic projects. En tant que Senior Chem. Engineer, vous serez amené à superviser l’équipe. Contrat: Alternance. Localisation: Annaba. Département: Legal.",Assurance santé,833968,"Cloud Computing, Kubernetes, Network Security, C++, Machine Learning"
Data Scientist,,Public Relations,Mid,22/12/2024,25/02/2025,2025-02-25,Admin,Hybride,9-11 ans,Master,18,Stage,2,"En tant que Mid Data Scientist, vous serez amené à développer l’équipe. As Mid Data Scientist, you'll perform critical projects. Expérience requise: 9-11 ans. Éducation: Master, 18 ans.",,568233,"Network Security, SQL, Docker, Cloud Computing"
Training Specialist,,Technical Support,Lead,31 July 2024,28 September 2024,2024-09-28,Ventes,Sétif,8-11 ans,Bac,12,Stage,5,"Profil recherché (FR):
Responsabilités:
- Network Security
- UX/UI
Profil: Excel, Leadership, Python
Compétences:
- Communication
- SQL
- Technical Writing
- Compliance
Avantages: Strategic Planning; Blockchain; Java
","Horaires flexibles, Voiture de fonction",456030,"Critical Thinking, Teamwork, Time Management, Problem Solving, Communication, Adaptability"
Operations Manager,,Health & Safety,Lead,03 July 2024,06 August 2024,2024-08-06,Admin,Alger,10-10 ans,Licence,16,Temporaire,2,"En tant que Lead Operations Manager, vous serez amené à gérer l’équipe. Expérience requise: 10-10 ans. Éducation: Licence, 16 ans. Contrat: Temporaire. Localisation: Alger. Département: HR.",,273028,"Supply Chain Management, Quality Control, Logistics, Lean Management"
HR Coordinator,,IT Support,Chief,27/09/2024,2024-10-16,2024-10-16,Santé,Saïda,4-4 ans,None,0,Temps plein,10,"Contrat: Temps plein. Localisation: Saïda. Département: HR. Expérience requise: 4-4 ans. Éducation: None, 0 ans. En tant que Chief HR Coordinator, vous serez amené à développer les relations clients.",,174126,"Employee Relations, HRIS, Payroll, Onboarding"
Chem. Engineer,,Strategy,Lead,"Mar 02, 2025",2025-05-04,2025-05-04,Admin,Oran,6-6 ans,Licence,16,Temporaire,1,"Expérience requise: 6-6 ans. Éducation: Licence, 16 ans. Contrat: Temporaire. Localisation: Oran. Département: Engineering. En tant que Lead Chem. Engineer, vous serez amené à coordonner l’équipe.",Assurance santé,368577,"Cloud Computing, Machine Learning, DevOps, Java, Python"
