job_Id,job title,department,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,technical_skills,experience_min_req,experience_max_req,salary
89,Sound Designer,Content Producer,2025-02-21,2025-03-11,2025-04-10,Media & Entertainment,Batna,Baccalaureate,12,Freelance,10,"CDN Management, Social Media Algorithms, Interactive Storytelling, Sports Broadcasting, Metadata Tagging, Copyright Law",0,1,46000
90,Video Editor,Sound Designer,2025-04-22,2025-04-29,2025-05-29,Media & Entertainment,Annaba,Master,17,Internship,10,"Copyright Law, Ad Tech (Programmatic), Crisis Communication, Color Grading (DaVinci Resolve), Newsroom Automation, Metadata Tagging, Interactive Storytelling",0,1,71000
91,Video Editor,Content Producer,2025-03-31,2025-04-25,2025-05-25,Media & Entertainment,M’sila,Ingénieur d'État,18,Internship,8,"CDN Management, Gaming Engines (Unity), Platform-Specific Content (TikTok), Set Design, Digital Journalism, Audience Analytics (Nielsen), Live Streaming (Twitch)",0,1,66000
92,Farm Manager,Irrigation Specialist,2025-05-07,2025-05-07,2025-06-06,Agriculture,Blida,Ingénieur d'État,18,CDI,5,"Agricultural Economics, Crop Management, Post-Harvest Technology, Sustainable Farming, Livestock Management, Agricultural Supply Chains, Agroforestry, Soil Science, Pest Control Strategies, Remote Sensing for Crops, Genetically Modified Crops, Agricultural Data Analysis",4,6,48000
93,Agri-Tech Developer,Agri-Tech Developer,2025-04-06,2025-04-21,2025-05-21,Agriculture,Biskra,Ingénieur d'État,18,CDI,2,"Irrigation Systems, Hydroponics, Genetically Modified Crops, Crop Management, Seed Technology, AgriTech Solutions, Farm Machinery, Post-Harvest Technology, Agricultural Policy, Remote Sensing for Crops, Livestock Management, Agricultural Data Analysis",4,6,48000
94,Quantity Surveyor,Quantity Surveyor,2025-03-26,2025-03-26,2025-04-25,Construction,El Oued,Licence,15,CDI,7,"Building Codes, Sustainable Design (LEED), Land Surveying, Disaster-Resistant Design, Road Engineering, Risk Management, Structural Analysis, Procore Software, Urban Planning",2,4,72000
95,Marine Biologist,Marine Biologist,2025-02-17,2025-03-06,2025-04-05,Fisheries,Sétif,Baccalaureate,12,CDD,10,"Fish Stock Assessment, Marine Ecosystem Monitoring, Fisheries Economics, Cold Chain for Seafood, Fish Disease Management, Fisheries Regulations",0,1,30000
96,Agronomist,Irrigation Specialist,2025-05-03,2025-05-17,2025-06-16,Agriculture,Biskra,Baccalaureate,12,Internship,10,"Seed Technology, Agricultural Supply Chains, Remote Sensing for Crops, Agroforestry, Post-Harvest Technology, Farm Machinery",0,1,30000
97,Network Engineer,Billing Specialist,2025-03-02,2025-03-04,2025-04-03,Telecommunications,Biskra,Baccalaureate,12,Alternance,8,"Carrier Ethernet, QoS Management, RF Engineering, Telecom Regulations, Microwave Engineering, VoIP Systems",0,1,73000
98,Registered Nurse,Health Informatics Specialist,2025-03-02,2025-03-29,2025-04-28,Healthcare,Biskra,Master,17,CDD,7,"Nursing Informatics, Health Economics, AI Drug Discovery, Medical Simulation, Medical Imaging (MRI/CT), Medical Coding, HIPAA Compliance, Health Insurance, Clinical Trials, Precision Medicine, Pharmacy Automation, Population Health, Remote Monitoring, Epidemiology, Digital Therapeutics",6,10,80000
99,Energy Auditor,Energy Auditor,2025-02-14,2025-02-18,2025-03-20,Renewable Energy,Batna,Doctorat,20,CDD,4,"Sustainable Design, Net Metering, Renewable Energy Economics, Power Purchase Agreements (PPAs), Energy Management Systems, Grid Integration, Inverter Technology, Renewable Energy Forecasting, Hydropower Design, Smart Grid Systems, Energy Simulation, Wind Turbine Maintenance, Renewable Energy Site Assessment, Energy Efficiency Auditing, Battery Storage Systems",8,10,130000
100,Marketplace Coordinator,E-Commerce Manager,2025-04-19,2025-05-12,2025-06-11,E-Commerce,Skikda,Ingénieur d'État,18,Freelance,8,"3PL Logistics, Chatbot Development, Omnichannel Strategy, Dropshipping, Last-Mile Delivery, Customer Segmentation, Payment Gateways (Stripe/PayPal), Dynamic Pricing, Subscription Models, AR/VR Try-Ons, Customer Lifetime Value (CLV), Cryptocurrency Payments",4,7,98000
101,Instructional Designer,Academic Advisor,2025-04-27,2025-04-30,2025-05-30,Education,Tipaza,Baccalaureate,12,CDD,1,"Digital Portfolios, Virtual Labs (Labster), MOOC Platforms (Coursera), Parent-Teacher Apps, Open Educational Resources (OER), AI Grading, Interactive Whiteboards",0,2,40000
102,Geologist,Mine Engineer,2025-04-21,2025-05-16,2025-06-15,Mining,Constantine,Ingénieur d'État,18,CDD,1,"Environmental Impact of Mining, Ore Processing, Mine Planning, Mine Reclamation, Mining Safety Standards, Slope Stability Analysis, Underground Mining Techniques, Mineral Exploration, Blasting Techniques, Mining Equipment Maintenance, Drilling Operations, Rock Mechanics",4,6,155000
103,Flight Test Engineer,Systems Engineer,2025-04-22,2025-04-28,2025-05-28,Aerospace & Defense,Oran,Master,17,CDD,8,"Satellite Communications, Defense Contracting, CAD for Aerospace, Systems Engineering, Thermal Analysis, DO-178C Certification, Ground Control Systems, Flight Control Systems, Unmanned Aerial Systems, Flight Testing, Mission Planning, Reliability Engineering, Radar Systems",6,7,180000
104,RF Technician,Network Engineer,2025-02-19,2025-03-14,2025-04-13,Telecommunications,Batna,Master,17,CDD,8,"Carrier Ethernet, Telecom Project Management, 5G Network Design, LTE/4G/5G Optimization, SDN/NFV, QoS Management, Network Provisioning, VSAT Systems, Network Monitoring Tools, Fiber Optic Technology, Mobile Core Networks, BSS/OSS Systems, VoIP Systems, Network Planning",6,9,120000
105,Maintenance Engineer,Quality Control Inspector,2025-04-01,2025-04-09,2025-05-09,Manufacturing,Annaba,Baccalaureate,12,Internship,3,"Materials Management, Robotics Programming, Safety Standards, MES Systems, Waste Reduction, Rapid Prototyping",0,1,46000
106,Agri-Tech Developer,Irrigation Specialist,2025-03-04,2025-03-29,2025-04-28,Agriculture,Algiers,Master,17,CDI,1,"Pest Control Strategies, Agricultural Policy, Seed Technology, Agricultural Data Analysis, Agricultural Economics, Hydroponics, Agroforestry, Genetically Modified Crops, Post-Harvest Technology, Farm Machinery, Crop Management, Agrochemical Knowledge, Remote Sensing for Crops, Irrigation Systems",6,8,50000
107,Safety Officer,Safety Officer,2025-05-02,2025-05-31,2025-06-30,Construction,Algiers,Master,17,Internship,5,"Material Science, BIM (Revit), 3D Printing, Sustainable Design (LEED), CAD (AutoCAD), Road Engineering, HVAC Design",0,1,81000
108,VFX Artist,Video Editor,2025-03-20,2025-03-30,2025-04-29,Media & Entertainment,Sétif,Ingénieur d'État,18,CDD,3,"Influencer Partnerships, Media Planning, Platform-Specific Content (TikTok), 3D Animation (Maya/Blender), Interactive Storytelling, Metadata Tagging, Digital Journalism, AI Content Generation, VFX (Nuke/Houdini), Gaming Engines (Unity), Audience Analytics (Nielsen), Virtual Production (Unreal Engine), Scriptwriting",4,8,80000
109,Software Engineer,Software Engineer,2025-03-31,2025-04-09,2025-05-09,Information Technology,Sétif,Ingénieur d'État,18,Alternance,7,"Elasticsearch, Cloud Architecture, IPS, Git, Agile, Jenkins, Grafana",0,1,125000
110,Clinical Trials Manager,Regulatory Affairs Specialist,2025-04-17,2025-05-02,2025-06-01,Pharmaceuticals,Annaba,Licence,15,CDI,10,"Clinical Trials Management, Stability Testing, Batch Record Review, Analytical Chemistry, GLP Standards, Pharmacovigilance, Preclinical Research, Pharmaceutical Sales, GMP Compliance",2,5,114000
111,DevOps Engineer,DevOps Engineer,2025-03-17,2025-04-04,2025-05-04,Information Technology,Blida,Licence,15,CDD,9,"Agile, Rust, TensorFlow, Spark, Bash, Docker, Generative AI, Seaborn, CompTIA Security+",2,4,118000
112,Marine Biologist,Quality Assurance Officer,2025-03-21,2025-04-15,2025-05-15,Fisheries,Tlemcen,Baccalaureate,12,Freelance,7,"Water Quality Management, Net Design, Fisheries Economics, Seafood Traceability, Fish Stock Assessment, Fisheries Regulations",0,1,30000
113,Agronomist,Agri-Tech Developer,2025-03-22,2025-03-27,2025-04-26,Agriculture,Blida,Licence,15,CDD,6,"Soil Science, Remote Sensing for Crops, Irrigation Systems, Crop Management, Agrochemical Knowledge, Hydroponics, Agricultural Policy, Post-Harvest Technology, Sustainable Farming",2,4,40000
114,Medical Technologist,Health Informatics Specialist,2025-03-03,2025-03-13,2025-04-12,Healthcare,Annaba,Ingénieur d'État,18,Freelance,1,"AI Drug Discovery, Remote Monitoring, Population Health, Genomics, Medical Coding, Digital Therapeutics, Healthcare Analytics, Clinical Trials, Epidemiology, VR Therapy, Precision Medicine",4,5,77000
115,Flight Test Engineer,Flight Test Engineer,2025-02-13,2025-03-01,2025-03-31,Aerospace & Defense,Batna,Master,17,Alternance,8,"Satellite Communications, CAD for Aerospace, Aerodynamics Simulation, Reliability Engineering, DO-178C Certification, Avionics Systems, Defense Contracting, Aerospace Materials",0,2,165000
116,Grid Integration Specialist,Energy Auditor,2025-02-09,2025-03-09,2025-04-08,Renewable Energy,Constantine,Ingénieur d'État,18,Freelance,4,"Renewable Energy Site Assessment, Energy Management Systems, Renewable Energy Forecasting, Power Purchase Agreements (PPAs), Energy Simulation, Grid Integration, Battery Storage Systems, Hydropower Design, Inverter Technology, Green Building Codes, Load Flow Analysis, Net Metering, Biomass Energy Systems",4,8,130000
117,Farm Manager,Farm Manager,2025-04-01,2025-04-12,2025-05-12,Agriculture,Algiers,No Formal Education,0,Internship,3,"AgriTech Solutions, Precision Agriculture, Irrigation Systems",0,1,24000
118,Guest Services Manager,Guest Services Manager,2025-04-05,2025-04-15,2025-05-15,Tourism & Hospitality,Algiers,No Formal Education,0,Alternance,9,"Cultural Tourism, Front Office Operations, Hospitality Software (Opera)",0,1,29000
119,Regulatory Affairs Specialist,Clinical Trials Manager,2025-02-07,2025-02-10,2025-03-12,Pharmaceuticals,Oran,Doctorat,20,CDD,4,"Medical Writing, Preclinical Research, Analytical Chemistry, Regulatory Affairs, Batch Record Review, HPLC, Stability Testing, CMC Documentation, Pharmacovigilance, Pharmaceutical Sales, Drug Formulation, Clinical Trials Management, GMP Compliance, FDA Submissions, Pharmaceutical Marketing",8,15,140000
120,Policy Analyst,Policy Analyst,2025-04-16,2025-04-18,2025-05-18,Public Sector,Constantine,Baccalaureate,12,Internship,7,"Municipal Budgeting, Government Procurement, Urban Planning, Government Auditing, Public Health Policy, E-Government Solutions",0,1,43000
121,Store Manager,Sales Associate,2025-03-01,2025-03-04,2025-04-03,Retail,Biskra,No Formal Education,0,CDD,10,"Loyalty Programs, Visual Merchandising, RFID",0,1,29000
122,Energy Auditor,Grid Integration Specialist,2025-05-05,2025-05-06,2025-06-05,Renewable Energy,Oran,Licence,15,Alternance,6,"Grid Integration, Battery Storage Systems, Energy Management Systems, Energy Policy, Renewable Energy Site Assessment, Solar PV Systems, Power Purchase Agreements (PPAs)",0,2,94000
123,DevOps Engineer,Cybersecurity Analyst,2025-05-01,2025-05-17,2025-06-16,Information Technology,Mostaganem,Baccalaureate,12,Alternance,7,"Prometheus, Swift, SQL, Microservices, Git, Burp Suite",0,1,89000
124,Telecom Analyst,Network Engineer,2025-02-13,2025-03-09,2025-04-08,Telecommunications,Oran,Baccalaureate,12,Freelance,8,"BSS/OSS Systems, VoIP Systems, RF Engineering, Network Planning, IP/MPLS, LTE/4G/5G Optimization",0,1,73000
125,Sound Designer,Video Editor,2025-03-02,2025-03-15,2025-04-14,Media & Entertainment,Bejaïa,Ingénieur d'État,18,CDI,5,"Podcast Production, Social Media Algorithms, Media Planning, Scriptwriting, VFX (Nuke/Houdini), OTT Platforms, CDN Management, Influencer Partnerships, Localization/Dubbing, Metadata Tagging, 3D Animation (Maya/Blender)",4,5,76000
126,Inventory Coordinator,Merchandiser,2025-04-12,2025-05-05,2025-06-04,Retail,Adrar,No Formal Education,0,Freelance,5,"Mobile POS, Omnichannel Strategy, Retail Analytics",0,1,29000
127,Billing Specialist,Telecom Analyst,2025-02-27,2025-03-25,2025-04-24,Telecommunications,M’sila,Ingénieur d'État,18,Internship,10,"Network Monitoring Tools, Spectrum Management, QoS Management, Telecom Project Management, RF Engineering, Carrier Ethernet, VSAT Systems",0,1,101000
128,DevOps Engineer,Cybersecurity Analyst,2025-02-19,2025-03-18,2025-04-17,Information Technology,Batna,Ingénieur d'État,18,Freelance,2,"CI/CD, NumPy, TypeScript, Datadog, Serverless Computing, Ansible, Jira, Azure, TDD, GitLab CI, Kotlin, CISSP",4,6,146000
129,DevOps Engineer,Data Scientist,2025-04-03,2025-04-25,2025-05-25,Information Technology,Jijel,Ingénieur d'État,18,CDI,8,"R, EC2, GitLab CI, CEH, Pandas, C++, Wireshark, GitHub Actions, Kafka, GPT, SQL, Vue.js, Elasticsearch",4,8,150000
130,Environmental Compliance Officer,Blasting Technician,2025-03-02,2025-03-24,2025-04-23,Mining,Mostaganem,No Formal Education,0,CDI,2,"Slope Stability Analysis, Mineralogy, Tailings Management",0,1,72000
131,Reservoir Engineer,Petroleum Engineer,2025-04-26,2025-05-15,2025-06-14,Energy & Petroleum,Sétif,Doctorat,20,CDI,2,"Thermal Modeling, Geothermal Systems, SCADA Systems, Carbon Credit Trading, Nuclear Safety Protocols, Regulatory Compliance (EPA), Remote Sensing (LiDAR), Geospatial Analysis (GIS), Biofuel Production, Energy Trading, Pipeline Leak Detection, Subsea Engineering, Wind Farm Design, Hydraulic Fracturing, HSE Compliance",8,11,200000
132,HSE Specialist,Petroleum Engineer,2025-02-25,2025-03-01,2025-03-31,Energy & Petroleum,Constantine,Ingénieur d'État,18,Alternance,3,"Remote Sensing (LiDAR), Predictive Maintenance AI, Geothermal Systems, Subsea Engineering, Corrosion Engineering, Solar Energy Systems, Pipeline Leak Detection, IoT for Oilfields",0,2,168000
133,Tour Guide,Guest Services Manager,2025-02-16,2025-03-08,2025-04-07,Tourism & Hospitality,Jijel,Ingénieur d'État,18,CDI,4,"Travel Regulations, Customer Relationship Management, Hospitality Software (Opera), Event Management, Guest Services, Cultural Tourism, Hospitality Branding, Food & Beverage Management, Travel Itinerary Planning, Revenue Management, Hospitality Accounting",4,5,57000
134,Guest Services Manager,Hotel Manager,2025-03-13,2025-04-02,2025-05-02,Tourism & Hospitality,Skikda,Licence,15,Internship,10,"Hospitality Branding, Travel Regulations, Hospitality Marketing, Revenue Management, Culinary Arts, Travel Itinerary Planning",0,1,43000
135,Curriculum Developer,Academic Advisor,2025-03-18,2025-04-09,2025-05-09,Education,Constantine,Doctorat,20,Internship,7,"Virtual Labs (Labster), Mental Health Tools, Peer Learning Platforms, Special Ed Tech, Learning Analytics, AI Grading, Classroom Management, Virtual Classrooms (Zoom)",0,1,58000
136,Auditor,Portfolio Manager,2025-05-01,2025-05-03,2025-06-02,Finance,Algiers,Ingénieur d'État,18,CDI,8,"Financial Cybersecurity, Cost Accounting, Actuarial Science, AML Compliance, Audit Techniques, Treasury Management, Financial Planning Software, Economic Forecasting, Derivatives, Private Equity, Data Analytics (Power BI), Blockchain/Crypto, Real Estate Finance",4,8,120000
137,Production Supervisor,Maintenance Engineer,2025-04-13,2025-04-17,2025-05-17,Manufacturing,Annaba,Master,17,Freelance,3,"CAD/CAM, Robotics (ROS), Supply Chain Optimization, Waste Reduction, Safety Standards, IIoT, Smart Factories, Lean Manufacturing, Factory Layout, Supply Chain Resilience, CNC Machining, Materials Management, Industrial Cybersecurity",6,7,80000
138,Flight Test Engineer,Flight Test Engineer,2025-02-12,2025-03-03,2025-04-02,Aerospace & Defense,Oran,Doctorat,20,CDI,4,"Reliability Engineering, DO-178C Certification, Systems Engineering, Jet Propulsion, CAD for Aerospace, ITAR Compliance, Aerospace Materials, Thermal Analysis, Avionics Systems, Defense Contracting, Ground Control Systems, Flight Control Systems, Unmanned Aerial Systems, Weapon Systems Integration, Military Standards (MIL-STD)",8,15,180000
139,Maintenance Engineer,Maintenance Engineer,2025-04-18,2025-05-04,2025-06-03,Manufacturing,Chlef,Doctorat,20,CDI,3,"Rapid Prototyping, Sustainable Practices, ERP (SAP), Robotics Programming, Workforce Training, Quality Control, Smart Factories, Tooling Design, Digital Twins, Waste Reduction, Process Engineering, MES Systems, Supply Chain Resilience, Supply Chain Optimization, Materials Management",8,11,80000
140,VFX Artist,Sound Designer,2025-04-25,2025-04-30,2025-05-30,Media & Entertainment,Sétif,Ingénieur d'État,18,Internship,6,"Scriptwriting, Metadata Tagging, Music Production (Ableton), Digital Journalism, 3D Animation (Maya/Blender), Newsroom Automation, AI Content Generation",0,1,66000
141,Health Informatics Specialist,Clinical Researcher,2025-03-03,2025-03-12,2025-04-11,Healthcare,Bejaïa,Ingénieur d'État,18,Freelance,9,"Healthcare Analytics, Pharmacy Automation, Rehabilitation Tech, Remote Monitoring, Medical Imaging (MRI/CT), Health Economics, Telemedicine, Infection Control, Medical Device Regulation, EHR Systems, AI Drug Discovery, AI Diagnostics, Nursing Informatics",4,8,80000
