job_Id,job title,department,date posted,application deadline,valid through,sector,job location,education requirement,edu_value,type of contract,available posts,technical_skills,experience_min_req,experience_max_req,salary
620,Instructional Designer,Instructional Designer,2025-05-02,2025-05-23,2025-06-22,Education,Sétif,Baccalaureate,12,Alternance,6,"Educational Leadership, Flipped Classroom, Classroom Technology, Project-Based Learning, IB Program, Pedagogy",0,2,40000
621,Telecom Analyst,Network Engineer,2025-02-16,2025-03-13,2025-04-12,Telecommunications,Oran,Ingénieur d'État,19,CDI,9,,4,6,116000
622,Telecom Analyst,Network Engineer,2025-05-06,2025-05-28,2025-06-27,Telecommunications,Constantine,Doctorat,20,CDI,7,,8,11,120000
623,Marketplace Coordinator,UX/UI Designer,2025-02-08,2025-02-14,2025-03-16,E-Commerce,Annaba,Ingénieur d'État,19,Freelance,3,,4,8,100000
624,Data Scientist,Software Engineer,2025-03-18,2025-03-25,2025-04-24,Information Technology,Bejaïa,Baccalaureate,12,CDI,10,"Python, C++, C#, SQL, Mobile Development",0,2,92000
625,Telecom Analyst,Telecom Analyst,2025-02-14,2025-03-08,2025-04-07,Telecommunications,M’sila,Licence,15,Internship,8,,0,1,87000
626,Clinical Researcher,Clinical Researcher,2025-04-23,2025-05-05,2025-06-04,Healthcare,Sétif,Ingénieur d'État,19,Internship,8,,0,1,69000
627,Grid Integration Specialist,Wind Turbine Engineer,2025-03-11,2025-03-30,2025-04-29,Renewable Energy,Béjaïa,Ingénieur d'État,19,Internship,10,,0,1,108000
628,Grid Integration Specialist,Energy Auditor,2025-04-11,2025-04-14,2025-05-14,Renewable Energy,Annaba,Doctorat,20,Alternance,5,,0,1,124000
629,Risk Manager,Portfolio Manager,2025-04-30,2025-05-15,2025-06-14,Finance,Sétif,Baccalaureate,12,Alternance,6,"QuickBooks, Tableau, Financial Modeling, Blockchain, Risk Analysis Tools, Power BI",0,1,73000
630,Site Manager,Safety Officer,2025-04-30,2025-05-25,2025-06-24,Construction,Algiers,Licence,15,Alternance,4,,0,1,66000
631,Supply Chain Analyst,Supply Chain Analyst,2025-03-15,2025-03-30,2025-04-29,Transport & Logistics,Tipaza,Doctorat,20,CDD,6,,8,9,90000
632,Avionics Engineer,Avionics Engineer,2025-04-08,2025-05-01,2025-05-31,Aerospace & Defense,Algiers,Doctorat,20,Alternance,8,,0,2,175000
633,Marketplace Coordinator,UX/UI Designer,2025-05-02,2025-05-28,2025-06-27,E-Commerce,Chlef,Doctorat,20,Internship,7,,0,1,96000
634,Clinical Researcher,Registered Nurse,2025-02-10,2025-03-11,2025-04-10,Healthcare,Bejaïa,Baccalaureate,12,Internship,8,,0,1,53000
635,Hotel Manager,Tour Guide,2025-02-13,2025-02-24,2025-03-26,Tourism & Hospitality,Constantine,Master,17,Freelance,1,,6,9,60000
636,Software Engineer,Data Scientist,2025-04-09,2025-04-22,2025-05-22,Information Technology,Sétif,Baccalaureate,12,Alternance,1,"PHP, Go, Git, Functional Programming",0,2,92000
637,Quality Assurance Officer,Fishery Inspector,2025-03-01,2025-03-05,2025-04-04,Fisheries,Adrar,Baccalaureate,12,Internship,7,"HACCP, Marine Safety, Seafood Marketing, Community Fisheries",0,1,30000
638,Clinical Researcher,Health Informatics Specialist,2025-03-21,2025-03-25,2025-04-24,Healthcare,Tébessa,Doctorat,20,CDI,9,,8,11,80000
639,Risk Manager,Risk Manager,2025-04-21,2025-04-25,2025-05-25,Finance,Tébessa,Licence,15,CDI,10,"Python, Excel, Power BI, Risk Analysis Tools, SQL, Financial Modeling",2,3,94000
640,Avionics Engineer,Avionics Engineer,2025-03-22,2025-03-30,2025-04-29,Aerospace & Defense,Biskra,Licence,15,CDD,8,,2,3,142000
641,Health Informatics Specialist,Registered Nurse,2025-04-15,2025-04-29,2025-05-29,Healthcare,Blida,Master,17,Alternance,5,,0,2,74000
642,Merchandiser,Inventory Coordinator,2025-05-05,2025-05-06,2025-06-05,Retail,Oran,Baccalaureate,12,Internship,1,"Retail Finance, Demand Forecasting, Retail AI Applications, Retail Media Networks, Pricing Strategy, Shopper Marketing",0,1,36000
643,RF Technician,RF Technician,2025-02-11,2025-02-26,2025-03-28,Telecommunications,Oran,Licence,15,CDD,5,,2,4,96000
644,Fishery Inspector,Fishery Inspector,2025-04-25,2025-04-27,2025-05-27,Fisheries,Constantine,Licence,15,Alternance,8,"Shellfish Farming, Marine Ecology, Sustainable Fishing, Remote Sensing",0,2,36000
645,Billing Specialist,Telecom Analyst,2025-03-07,2025-03-24,2025-04-23,Telecommunications,Jijel,Doctorat,20,Internship,7,,0,1,115000
646,Maintenance Engineer,Production Supervisor,2025-03-15,2025-04-04,2025-05-04,Manufacturing,Bejaïa,Ingénieur d'État,19,Internship,6,"Robotics, ERP, 3D Printing, MES, CAD Software, Digital Twin",0,1,66000
647,Auditor,Portfolio Manager,2025-02-21,2025-03-04,2025-04-03,Finance,Tipaza,Baccalaureate,12,Internship,8,"R, QuickBooks, Excel, Power BI, Risk Analysis Tools",0,1,73000
648,Production Supervisor,Process Technician,2025-03-30,2025-04-19,2025-05-19,Manufacturing,Oran,Doctorat,20,CDI,6,"SCADA, CAD Software, ERP, Python, Lean Six Sigma",8,15,80000
649,Telecom Analyst,Billing Specialist,2025-04-02,2025-04-10,2025-05-10,Telecommunications,Annaba,Licence,15,Freelance,8,,2,4,96000
650,E-Commerce Manager,Marketplace Coordinator,2025-02-23,2025-03-03,2025-04-02,E-Commerce,Algiers,Master,17,Internship,1,,0,1,90000
651,Farm Manager,Agri-Tech Developer,2025-02-14,2025-03-15,2025-04-14,Agriculture,Annaba,No Formal Education,0,Internship,5,"Supply Chain, Agricultural Law, Hydroponics, Food Processing",0,1,24000
652,Defense Analyst,Avionics Engineer,2025-05-02,2025-05-20,2025-06-19,Aerospace & Defense,El Oued,Master,17,CDI,10,,6,7,180000
653,Medical Technologist,Medical Technologist,2025-04-08,2025-04-19,2025-05-19,Healthcare,Biskra,Licence,15,CDI,1,,2,3,65000
654,Portfolio Manager,Auditor,2025-03-27,2025-04-24,2025-05-24,Finance,Blida,Licence,15,Freelance,1,"R, Tableau, QuickBooks, Power BI, Excel",2,3,94000
655,Defense Analyst,Systems Engineer,2025-02-20,2025-03-03,2025-04-02,Aerospace & Defense,Annaba,Doctorat,20,Alternance,2,,0,1,172000
656,Sound Designer,VFX Artist,2025-03-23,2025-04-04,2025-05-04,Media & Entertainment,Blida,Master,17,CDI,8,"Content Strategy, Audience Analytics, NFTs in Entertainment, Content Licensing",6,10,80000
657,Network Engineer,RF Technician,2025-03-23,2025-04-04,2025-05-04,Telecommunications,Blida,Licence,15,Alternance,1,,0,1,87000
658,Risk Manager,Risk Manager,2025-04-12,2025-04-12,2025-05-12,Finance,Constantine,Ingénieur d'État,19,CDI,3,"Tableau, Blockchain, Power BI, R, QuickBooks, SQL",4,6,116000
659,Safety Officer,Site Manager,2025-05-05,2025-05-27,2025-06-26,Construction,Béjaïa,Master,17,Alternance,3,,0,1,81000
660,Systems Engineer,Avionics Engineer,2025-05-05,2025-05-18,2025-06-17,Aerospace & Defense,Biskra,Doctorat,20,Internship,5,,0,1,172000
661,Data Scientist,Data Scientist,2025-04-13,2025-05-09,2025-06-08,Information Technology,Annaba,Doctorat,20,CDI,2,"Cybersecurity, Machine Learning, Bash, Rust",8,13,150000
662,Formulation Scientist,Regulatory Affairs Specialist,2025-02-22,2025-02-25,2025-03-27,Pharmaceuticals,Algiers,Doctorat,20,Internship,1,,0,1,134000
663,Health Informatics Specialist,Health Informatics Specialist,2025-03-21,2025-04-06,2025-05-06,Healthcare,Annaba,Master,17,Alternance,5,,0,1,73000
664,Billing Specialist,Billing Specialist,2025-04-05,2025-04-19,2025-05-19,Telecommunications,Oran,Ingénieur d'État,19,Alternance,5,,0,2,102000
665,Quantity Surveyor,Quantity Surveyor,2025-04-10,2025-04-30,2025-05-30,Construction,Medea,Ingénieur d'État,19,Alternance,2,,0,2,78000
666,Mine Engineer,Blasting Technician,2025-04-15,2025-04-27,2025-05-27,Mining,Blida,Doctorat,20,Alternance,3,,0,1,152000
667,QA Analyst,QA Analyst,2025-03-23,2025-04-06,2025-05-06,Pharmaceuticals,Bejaïa,Licence,15,Freelance,1,,2,5,114000
668,Fishery Inspector,Quality Assurance Officer,2025-02-26,2025-03-16,2025-04-15,Fisheries,Tizi Ouzou,Master,17,CDD,4,"Fisheries Technology, GIS Applications, Fisheries Policy, Fishing Gear, Cold Storage, Catch Handling",6,8,50000
669,Guest Services Manager,Tour Guide,2025-04-30,2025-05-23,2025-06-22,Tourism & Hospitality,M’sila,Licence,15,CDI,9,,2,3,47000
670,Urban Planner,Procurement Officer,2025-02-17,2025-02-28,2025-03-30,Public Sector,Saïda,Baccalaureate,12,CDI,10,,0,1,43000
671,Irrigation Specialist,Agri-Tech Developer,2025-03-16,2025-04-12,2025-05-12,Agriculture,Blida,Licence,15,CDI,1,"Land Use Planning, Agricultural Extension, Regenerative Agriculture, Seed Technology",2,3,39000
672,Agri-Tech Developer,Farm Manager,2025-03-13,2025-04-09,2025-05-09,Agriculture,Oran,Master,17,CDI,10,"Agricultural Law, Aquaponics, Agronomy, Climate-Smart Agriculture, Fertilizer Technology",6,8,50000
673,Medical Technologist,Registered Nurse,2025-03-07,2025-03-21,2025-04-20,Healthcare,Bejaïa,Baccalaureate,12,Freelance,7,,0,2,54000
674,Flight Test Engineer,Systems Engineer,2025-02-09,2025-02-28,2025-03-30,Aerospace & Defense,Annaba,Master,17,Internship,6,,0,1,162000
675,Marine Biologist,Quality Assurance Officer,2025-03-05,2025-03-05,2025-04-04,Fisheries,Constantine,Ingénieur d'État,19,CDD,5,"Sustainable Fishing, Aquaculture, Fisheries Biology, Bycatch Reduction, Aquaponics",4,7,49000
676,Hotel Manager,Tour Guide,2025-04-02,2025-04-04,2025-05-04,Tourism & Hospitality,Oran,No Formal Education,0,Alternance,7,,0,2,30000
677,Production Supervisor,Maintenance Engineer,2025-05-06,2025-06-04,2025-07-04,Manufacturing,Annaba,Ingénieur d'État,19,CDI,4,"CAD Software, ERP, Python, MES, Digital Twin, Lean Six Sigma",4,7,79000
678,Software Engineer,Cybersecurity Analyst,2025-04-20,2025-05-14,2025-06-13,Information Technology,M’sila,Ingénieur d'État,19,Alternance,9,"PHP, RESTful APIs, Linux, Ruby, UI/UX Design, SQL",0,2,128000
679,Formulation Scientist,Formulation Scientist,2025-04-28,2025-05-11,2025-06-10,Pharmaceuticals,Blida,Master,17,Alternance,6,,0,2,128000
680,Wind Turbine Engineer,Grid Integration Specialist,2025-04-23,2025-05-04,2025-06-03,Renewable Energy,Batna,Licence,15,Internship,10,,0,1,92000
681,Procurement Officer,Policy Analyst,2025-04-06,2025-04-23,2025-05-23,Public Sector,Sétif,Baccalaureate,12,Freelance,10,,0,2,44000
682,Environmental Compliance Officer,Geologist,2025-02-28,2025-03-09,2025-04-08,Mining,Biskra,No Formal Education,0,Alternance,1,,0,1,72000
683,Medical Technologist,Medical Technologist,2025-04-08,2025-04-20,2025-05-20,Healthcare,Constantine,Baccalaureate,12,Internship,2,,0,1,53000
684,Procurement Officer,Urban Planner,2025-04-13,2025-04-19,2025-05-19,Public Sector,Constantine,Baccalaureate,12,Freelance,6,,0,2,44000
685,Avionics Engineer,Flight Test Engineer,2025-04-08,2025-04-12,2025-05-12,Aerospace & Defense,Algiers,Licence,15,Alternance,1,,0,1,132000
686,Blasting Technician,Mine Engineer,2025-05-05,2025-05-06,2025-06-05,Mining,Constantine,Baccalaureate,12,Alternance,8,,0,2,95000
687,Avionics Engineer,Avionics Engineer,2025-03-08,2025-03-29,2025-04-28,Aerospace & Defense,Oran,Master,17,Freelance,2,,6,8,180000
688,Project Engineer,Safety Officer,2025-02-10,2025-03-10,2025-04-09,Construction,Annaba,Ingénieur d'État,19,CDI,6,,4,5,86000
689,QA Analyst,QA Analyst,2025-03-14,2025-03-20,2025-04-19,Pharmaceuticals,Béjaïa,Licence,15,Internship,1,,0,1,102000
690,SEO Specialist,E-Commerce Manager,2025-02-15,2025-03-01,2025-03-31,E-Commerce,Biskra,Master,17,Alternance,9,,0,1,90000
691,Agronomist,Irrigation Specialist,2025-03-10,2025-03-30,2025-04-29,Agriculture,Algiers,Baccalaureate,12,CDI,8,"Agronomy, IoT in Agriculture, Weather Forecasting, Poultry Science",0,2,30000
692,Production Supervisor,Quality Control Inspector,2025-02-24,2025-03-05,2025-04-04,Manufacturing,Bejaïa,Baccalaureate,12,Internship,4,"ERP, CAD Software, PLC Programming, MES, Lean Six Sigma",0,1,46000
693,Clinical Researcher,Health Informatics Specialist,2025-02-19,2025-03-17,2025-04-16,Healthcare,Algiers,Master,17,Internship,7,,0,1,73000
694,Project Engineer,Site Manager,2025-05-03,2025-05-20,2025-06-19,Construction,Oran,No Formal Education,0,CDD,8,,0,1,46000
695,Blasting Technician,Mine Engineer,2025-03-30,2025-04-23,2025-05-23,Mining,Oran,Ingénieur d'État,19,CDD,2,,4,6,155000
696,Event Coordinator,Guest Services Manager,2025-05-06,2025-05-19,2025-06-18,Tourism & Hospitality,Constantine,Ingénieur d'État,19,Alternance,1,,0,1,50000
697,Systems Engineer,Avionics Engineer,2025-04-28,2025-05-05,2025-06-04,Aerospace & Defense,Tizi Ouzou,Doctorat,20,CDD,5,,8,10,180000
698,VFX Artist,Video Editor,2025-03-03,2025-03-26,2025-04-25,Media & Entertainment,Constantine,Doctorat,20,Freelance,6,"Film Financing, Digital Marketing, NFTs in Entertainment, Media Archiving, Digital Rights Management",8,9,80000
699,Environmental Compliance Officer,Blasting Technician,2025-04-26,2025-05-10,2025-06-09,Mining,Tiaret,Ingénieur d'État,19,CDD,8,,4,7,158000
700,Reservoir Engineer,HSE Specialist,2025-04-20,2025-05-06,2025-06-05,Energy & Petroleum,Constantine,Licence,15,Internship,7,"Reliability Engineering, Process Optimization, Renewable Integration, Oil & Gas Law",0,1,138000
701,Defense Analyst,Defense Analyst,2025-04-26,2025-05-01,2025-05-31,Aerospace & Defense,Ghardaïa,Master,17,Freelance,6,,6,8,180000
702,Flight Test Engineer,Defense Analyst,2025-03-24,2025-03-27,2025-04-26,Aerospace & Defense,Algiers,Ingénieur d'État,19,CDD,6,,4,8,180000
703,Safety Officer,Quantity Surveyor,2025-02-20,2025-03-02,2025-04-01,Construction,Ghardaïa,Baccalaureate,12,CDD,8,,0,1,56000
704,Sound Designer,Sound Designer,2025-05-01,2025-05-20,2025-06-19,Media & Entertainment,Annaba,Doctorat,20,CDD,4,"Live Streaming, Audio Engineering, Programmatic Advertising, Festival Management",8,11,80000
705,Sales Associate,Store Manager,2025-04-30,2025-05-27,2025-06-26,Retail,Constantine,Ingénieur d'État,19,CDI,1,"Retail Banking, Retail Buying, Retail Expansion, Retail Data Privacy, Retail Analytics",4,8,60000
706,Blasting Technician,Blasting Technician,2025-03-14,2025-03-18,2025-04-17,Mining,Oran,Licence,15,CDI,3,,2,5,128000
707,Guest Services Manager,Tour Guide,2025-04-24,2025-05-13,2025-06-12,Tourism & Hospitality,Sétif,Licence,15,CDD,9,,2,4,48000
708,Avionics Engineer,Flight Test Engineer,2025-02-08,2025-02-20,2025-03-22,Aerospace & Defense,Algiers,Ingénieur d'État,19,Alternance,1,,0,2,155000
709,Customs Compliance Officer,Customs Compliance Officer,2025-03-31,2025-04-05,2025-05-05,Transport & Logistics,Skikda,Baccalaureate,12,Freelance,5,,0,2,54000
710,Site Manager,Project Engineer,2025-03-23,2025-04-09,2025-05-09,Construction,Algiers,Baccalaureate,12,Freelance,2,,0,1,56000
711,Network Engineer,Network Engineer,2025-04-13,2025-04-25,2025-05-25,Telecommunications,Algiers,Licence,15,CDD,2,,2,5,97000
712,Health Informatics Specialist,Medical Technologist,2025-04-04,2025-04-22,2025-05-22,Healthcare,Tipaza,Ingénieur d'État,19,Alternance,1,,0,1,69000
713,Content Producer,Content Producer,2025-04-27,2025-05-15,2025-06-14,Media & Entertainment,Bejaïa,Baccalaureate,12,CDD,7,"Storyboarding, Entertainment Law, Digital Marketing, Broadcast Engineering, Media Archiving",0,2,48000
714,Merchandiser,Sales Associate,2025-02-17,2025-02-28,2025-03-30,Retail,Algiers,No Formal Education,0,CDI,8,"Circular Economy, Inventory Management, Store Layout, Pricing Strategy, Franchise Management",0,1,29000
715,Telecom Analyst,Network Engineer,2025-03-24,2025-03-25,2025-04-24,Telecommunications,Batna,Ingénieur d'État,19,Internship,6,,0,1,101000
716,Customs Compliance Officer,Customs Compliance Officer,2025-04-08,2025-05-05,2025-06-04,Transport & Logistics,Ghardaïa,Licence,15,Internship,8,,0,1,64000
717,Fishery Inspector,Quality Assurance Officer,2025-03-10,2025-04-08,2025-05-08,Fisheries,Sétif,No Formal Education,0,Internship,3,"Fisheries Policy, Fish Husbandry, Cold Storage, Regulatory Compliance, Quality Control",0,1,24000
718,Merchandiser,Sales Associate,2025-02-28,2025-03-03,2025-04-02,Retail,Algiers,Ingénieur d'État,19,Internship,3,"Category Management, Self-Checkout, Supply Chain, Retail Marketing, Shopper Marketing",0,1,50000
719,Marketplace Coordinator,E-Commerce Manager,2025-04-09,2025-05-01,2025-05-31,E-Commerce,Algiers,Licence,15,Internship,10,,0,1,72000
720,Auditor,Auditor,2025-05-06,2025-05-20,2025-06-19,Finance,Jijel,Doctorat,20,CDI,10,"Tableau, QuickBooks, Blockchain, R, Risk Analysis Tools, Power BI",8,11,120000
721,Blasting Technician,Geologist,2025-04-11,2025-04-30,2025-05-30,Mining,Oran,Licence,15,Alternance,4,,0,1,112000
722,Quantity Surveyor,Site Manager,2025-02-18,2025-02-24,2025-03-26,Construction,Bouira,Ingénieur d'État,19,Alternance,5,,0,2,78000
723,HSE Specialist,HSE Specialist,2025-02-11,2025-02-12,2025-03-14,Energy & Petroleum,Adrar,Ingénieur d'État,19,Freelance,6,"Seismic Interpretation, Petroleum Geology, Enhanced Oil Recovery, Petroleum Economics, Artificial Lift Systems, Hydraulic Fracturing",4,6,194000
724,Sales Associate,Sales Associate,2025-03-08,2025-03-31,2025-04-30,Retail,Sétif,No Formal Education,0,CDI,7,"Retail AI Applications, Retail Technology, Augmented Reality Shopping, Retail Analytics, Retail Sustainability, Customer Experience",0,1,29000
725,Portfolio Manager,Auditor,2025-02-18,2025-02-22,2025-03-24,Finance,Oran,Ingénieur d'État,19,Internship,5,"Financial Modeling, Power BI, R, Excel, Tableau",0,1,101000
726,Quantity Surveyor,Safety Officer,2025-03-01,2025-03-27,2025-04-26,Construction,Algiers,Doctorat,20,Internship,6,,0,1,86000
727,Policy Analyst,Policy Analyst,2025-02-20,2025-03-10,2025-04-09,Public Sector,Oran,Licence,15,CDI,9,,2,3,55000
728,UX/UI Designer,UX/UI Designer,2025-03-23,2025-04-10,2025-05-10,E-Commerce,Constantine,Master,17,CDI,4,,6,7,100000
729,Irrigation Specialist,Irrigation Specialist,2025-04-13,2025-05-09,2025-06-08,Agriculture,Tiaret,Doctorat,20,Internship,1,"Agricultural Data Science, Crop Science, GIS Applications, Supply Chain",0,1,48000
730,Environmental Compliance Officer,Mine Engineer,2025-03-19,2025-04-16,2025-05-16,Mining,Skikda,Doctorat,20,CDI,10,,8,12,160000
731,Academic Advisor,Instructional Designer,2025-04-20,2025-04-27,2025-05-27,Education,Algiers,Master,17,Alternance,9,"Collaborative Learning, Data-Driven Instruction, Grant Writing, Student Assessment, ESL Instruction, Career Counseling",0,1,55000
732,Blasting Technician,Blasting Technician,2025-05-03,2025-05-23,2025-06-22,Mining,Ghardaïa,No Formal Education,0,CDD,10,,0,1,72000
733,Health Informatics Specialist,Health Informatics Specialist,2025-04-11,2025-04-15,2025-05-15,Healthcare,Bejaïa,Master,17,Internship,10,,0,1,73000
734,Petroleum Engineer,Petroleum Engineer,2025-04-28,2025-05-21,2025-06-20,Energy & Petroleum,Algiers,Master,17,CDI,5,"Process Optimization, Corrosion Engineering, HSE Management, GIS Applications, Process Safety",6,8,200000
735,Quality Control Inspector,Maintenance Engineer,2025-04-07,2025-04-26,2025-05-26,Manufacturing,Tébessa,Baccalaureate,12,CDI,1,"ERP, CAD Software, 3D Printing, MES, PLC Programming",0,1,46000
736,Environmental Compliance Officer,Mine Engineer,2025-03-06,2025-03-07,2025-04-06,Mining,Constantine,Baccalaureate,12,CDI,7,,0,1,92000
737,Merchandiser,Inventory Coordinator,2025-04-15,2025-05-02,2025-06-01,Retail,Annaba,Licence,15,CDI,5,"Retail Security, Retail Analytics, Live Commerce, Retail CRM",2,5,49000
738,Maintenance Engineer,Production Supervisor,2025-02-28,2025-03-21,2025-04-20,Manufacturing,Sétif,Ingénieur d'État,19,Internship,9,"Lean Six Sigma, MES, ERP, 3D Printing",0,1,66000
739,Portfolio Manager,Auditor,2025-03-22,2025-04-02,2025-05-02,Finance,Ghardaïa,Ingénieur d'État,19,Freelance,3,"Blockchain, QuickBooks, SQL, Financial Modeling, Excel, R",4,7,118000
740,RF Technician,Telecom Analyst,2025-05-01,2025-05-18,2025-06-17,Telecommunications,Constantine,Doctorat,20,CDD,4,,8,15,120000
741,Quality Assurance Officer,Fishery Inspector,2025-02-16,2025-03-05,2025-04-04,Fisheries,Skikda,Doctorat,20,Internship,2,"Fishing Gear, Coastal Management, Feed Formulation, Hatchery Management, Bycatch Reduction, Fish Husbandry",0,1,48000
742,Quality Control Inspector,Production Supervisor,2025-03-31,2025-04-17,2025-05-17,Manufacturing,Annaba,No Formal Education,0,CDI,1,"ERP, CAD Software, SCADA, Robotics, Digital Twin, Python",0,1,36000
743,Avionics Engineer,Defense Analyst,2025-02-12,2025-03-03,2025-04-02,Aerospace & Defense,Sétif,Doctorat,20,CDI,10,,8,12,180000
744,Digital Services Manager,Policy Analyst,2025-03-05,2025-03-14,2025-04-13,Public Sector,Jijel,Doctorat,20,Alternance,6,,0,2,68000
745,RF Technician,Billing Specialist,2025-02-18,2025-03-12,2025-04-11,Telecommunications,Algiers,Ingénieur d'État,19,Freelance,9,,4,8,120000
746,Agri-Tech Developer,Agronomist,2025-02-15,2025-02-25,2025-03-27,Agriculture,Medea,Licence,15,CDD,1,"Climate-Smart Agriculture, Agricultural Economics, Blockchain in Agriculture, Food Processing, Aquaponics, Agricultural Extension",2,4,40000
747,Quality Control Inspector,Quality Control Inspector,2025-04-10,2025-05-08,2025-06-07,Manufacturing,Skikda,Doctorat,20,Alternance,8,"Python, Lean Six Sigma, Robotics, SCADA",0,1,76000
748,Clinical Trials Manager,Formulation Scientist,2025-02-09,2025-02-11,2025-03-13,Pharmaceuticals,Oran,Master,17,Internship,1,,0,1,126000
749,Agronomist,Agronomist,2025-04-24,2025-05-10,2025-06-09,Agriculture,Oran,No Formal Education,0,CDD,2,"Agricultural Data Science, Agronomy, Post-Harvest Technology, Fertilizer Technology, GIS Applications, Fisheries Management",0,1,24000
750,Portfolio Manager,Financial Analyst,2025-03-02,2025-03-08,2025-04-07,Finance,Algiers,Licence,15,CDD,3,"Tableau, Python, Power BI, Excel",2,5,97000
751,Quality Control Inspector,Maintenance Engineer,2025-04-24,2025-05-21,2025-06-20,Manufacturing,Blida,Ingénieur d'État,19,CDD,4,"Robotics, ERP, Digital Twin, Python",4,8,80000
752,Farm Manager,Agronomist,2025-02-26,2025-03-01,2025-03-31,Agriculture,Blida,Doctorat,20,Internship,6,"Poultry Science, Aquaponics, Commodity Risk Management, Agronomy",0,1,48000
753,Quality Assurance Officer,Fishery Inspector,2025-04-28,2025-05-24,2025-06-23,Fisheries,Oran,Ingénieur d'État,19,Alternance,9,"Cold Storage, Aquaculture, Ecosystem Management, Quality Control",0,1,42000
754,Video Editor,Content Producer,2025-02-27,2025-03-27,2025-04-26,Media & Entertainment,Algiers,Licence,15,Freelance,7,"Makeup Artistry, Visual Effects, Screenwriting, Broadcast Engineering",2,5,64000
