job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,experience required,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills
Security Officer,TechSphere,Finance,Mid,19/07/2024,2024-09-21,2024-09-21,Admin,Annaba,2-6 ans,None,0,Temps plein,5,"Contrat: Temps plein. Localisation: Annaba. Département: Finance. En tant que Mid Security Officer, vous serez amené à développer les systèmes. Expérience requise: 2-6 ans. Éducation: None, 0 ans.","Prime performance, Assurance santé",25% commission,"Python, Kubernetes, Network Security, Docker, Java, C++, SQL"
Accountant,Global Solutions,Sales,Mid,07/10/2024,22/11/2024,2024-11-22,Admin,Tizi Ouzou,8-13 ans,Bac,12,CDD,10,"Expérience requise: 8-13 ans. Éducation: Bac, 12 ans. En tant que Mid Accountant, vous serez amené à coordonner l’équipe. As Mid Accountant, you'll lead key projects.","Télétravail partiel, Participation bénéfices",À négocier,"Audit, SAP, Investment Strategies, Budgeting, Risk Management"
Translator,AgriFoods,Engineering,Senior,2025-03-24,29/05/2025,2025-05-29,Ingénierie,Télétravail,2-6 ans,Master,18,Alternance,2,"Expérience requise: 2-6 ans. Éducation: Master, 18 ans. En tant que Senior Translator, vous serez amené à développer les relations clients. Contrat: Alternance. Localisation: Télétravail. Département: Engineering.",Ticket Restaurant,396742 DZD,"Teamwork, Adaptability, Communication, Critical Thinking"
Data Scientist,UrbanDev,IT,Junior,23/04/2025,03 May 2025,2025-05-03,RH,Alger,3-11 ans,Master,18,CDD,10,"Contrat: CDD. Localisation: Alger. Département: IT. Expérience requise: 3-11 ans. Éducation: Master, 18 ans. En tant que Junior Data Scientist, vous serez amené à coordonner les relations clients.",Assurance santé,202826-350040 DZD,"Docker, DevOps, SQL, Network Security, Java, Python"
Operations Manager,MediHealth,Sales,Chief,14/10/2024,2024-12-28,2024-12-28,Marketing,Tlemcen,7-17 ans,Master,18,Volontariat,2,"As Chief Operations Manager, you'll design innovative projects. Expérience requise: 7-17 ans. Éducation: Master, 18 ans. Contrat: Volontariat. Localisation: Tlemcen. Département: Sales.","Participation bénéfices, Prime performance",389003-481532 DZD,"Process Optimization, Inventory Control, Supply Chain Management, Logistics, Quality Control, Lean Management"
Software Engineer,SkyHigh,Legal,Lead,2024-08-29,19 November 2024,2024-11-19,RH,Blida,4-13 ans,Bac,12,CDI,10,"Profil recherché (EN):
Responsabilités: Graphic Design, Logistics, Python
Profil:
- Maintenance
- Organization
- Teamwork
Compétences: UX/UI; Compliance
Avantages: UX/UI; Teamwork; Excel; Customer Service
","Prime performance, Horaires flexibles, Formation continue",93% commission,"Network Security, DevOps, Java, Machine Learning, C++, Kubernetes"
Volunteer Coord.,EduPrime,Legal,Chief,22 February 2025,13/04/2025,2025-04-13,Logistique,Sétif,5-5 ans,None,0,Temps partiel,10,"Profil recherché (MIX):
Responsabilités: Graphic Design; Python; Strategic Planning; Blockchain; Budgeting
Profil: SQL, Strategic Planning, Leadership
Compétences: Budgeting, Research, UX/UI
Avantages:
- Technical Writing
- Coordination
- Machine Learning
",,À négocier,"Adaptability, Time Management, Critical Thinking, Problem Solving"
Cloud Architect,Creative Minds,Marketing,Chief,2024-06-30,28 July 2024,2024-07-28,Logistique,Oran,2-3 ans,Doctorat,20,Temps plein,3,"Contrat: Temps plein. Localisation: Oran. Département: Marketing. As Chief Cloud Architect, you'll perform key projects. En tant que Chief Cloud Architect, vous serez amené à coordonner les systèmes.",,À négocier,"Docker, Cloud Computing, DevOps, SQL, Network Security, Python, C++"
Accountant,Nordic Finance,Legal,Lead,2024-11-15,2025-01-13,2025-01-13,Logistique,Sétif,9-19 ans,Bac,12,Stage,10,"As Lead Accountant, you'll lead innovative projects. En tant que Lead Accountant, vous serez amené à superviser les systèmes. Contrat: Stage. Localisation: Sétif. Département: Legal.",Participation bénéfices,479163-615438 DZD,"Audit, Risk Management, Accounting, Investment Strategies, SAP, Forecasting, Budgeting"
IT Intern,Quantum Dynamics,HR,Lead,06 November 2024,11 December 2024,2024-12-11,Ingénierie,Alger,4-7 ans,Doctorat,20,CDI,2,"As Lead IT Intern, you'll design key projects. Contrat: CDI. Localisation: Alger. Département: HR. Expérience requise: 4-7 ans. Éducation: Doctorat, 20 ans.",Prime performance,À négocier,"C++, Kubernetes, Python, Docker, Network Security, DevOps"
Data Engineer,BioGenix,Legal,Chief,"Aug 14, 2024",06/10/2024,2024-10-06,Finance,Télétravail,7-14 ans,Licence,16,CDD,1,"Profil recherché (EN):
Responsabilités: Maintenance; Digital Marketing; Logistics; Budgeting
Profil: Compliance; Excel; Machine Learning; Blockchain
Compétences: Cloud, Graphic Design
Avantages: Negotiation; Strategic Planning
",,95% commission,"Machine Learning, Cloud Computing, DevOps, C++, Kubernetes, Docker, Network Security"
Network Admin,Solaris,IT,Junior,"Sep 12, 2024",06/12/2024,2024-12-06,RH,Tlemcen,3-9 ans,None,0,CDI,2,"Expérience requise: 3-9 ans. Éducation: None, 0 ans. Contrat: CDI. Localisation: Tlemcen. Département: IT. As Junior Network Admin, you'll manage key projects.","Ticket Restaurant, Formation continue, Horaires flexibles",171538-312192 DZD,"SQL, C++, Cloud Computing, Machine Learning, DevOps, Kubernetes, Python"
Volunteer Coord.,AgriGrow,Marketing,Junior,27 July 2024,04 September 2024,2024-09-04,Ventes,Saïda,7-12 ans,None,0,CDD,2,"As Junior Volunteer Coord., you'll design critical projects. Contrat: CDD. Localisation: Saïda. Département: Marketing. En tant que Junior Volunteer Coord., vous serez amené à développer les relations clients.",,88% commission,"Critical Thinking, Problem Solving, Time Management, Adaptability, Communication, Teamwork"
Blockchain Dev,UrbanDev,Marketing,Mid,02 May 2024,2024-05-31,2024-05-31,RH,Béjaïa,4-11 ans,None,0,Temps plein,2,"Contrat: Temps plein. Localisation: Béjaïa. Département: Marketing. En tant que Mid Blockchain Dev, vous serez amené à superviser les relations clients. As Mid Blockchain Dev, you'll lead strategic projects.",Horaires flexibles,291879-445353 DZD,"Time Management, Communication, Problem Solving, Adaptability"
Digital Marketer,SkyHigh,Engineering,Mid,"Jun 10, 2024",2024-06-22,2024-06-22,Santé,Hybride,7-14 ans,Master,18,Temporaire,5,"Profil recherché (MIX):
Responsabilités:
- Logistics
- Digital Marketing
- Machine Learning
- Technical Writing
- SQL
Profil: Organization; Technical Writing; Compliance; Strategic Planning
Compétences: Digital Marketing; Negotiation; Machine Learning
Avantages: Cloud; Graphic Design; SQL; Excel; Communication
","Prime performance, Ticket Restaurant, Assurance santé",183916-622802 DZD,"Machine Learning, Kubernetes, Python, Network Security"
Marketing Manager,Solaris,IT,Chief,09/12/2024,2025-02-21,2025-02-21,RH,Sétif,3-10 ans,Master,18,CDI,5,"Expérience requise: 3-10 ans. Éducation: Master, 18 ans. As Chief Marketing Manager, you'll design innovative projects. Contrat: CDI. Localisation: Sétif. Département: IT.","Horaires flexibles, Assurance santé",71% commission,"Email Marketing, Brand Management, Google Analytics, Social Media"
QA Engineer,Creative Minds,Legal,Senior,2024-08-04,2024-08-26,2024-08-26,Logistique,Saïda,6-13 ans,Doctorat,20,Alternance,2,"Profil recherché (EN):
Responsabilités:
- Machine Learning
- Negotiation
Profil: Communication; Negotiation; Digital Marketing
Compétences:
- Communication
- Machine Learning
- Python
Avantages:
- Technical Writing
- Teamwork
- SQL
",,À négocier,"DevOps, C++, Kubernetes, Machine Learning, Python, Network Security, Docker"
Chem. Engineer,SoftHouse,Finance,Mid,28/08/2024,25 October 2024,2024-10-25,Juridique,Constantine,2-11 ans,Doctorat,20,Temporaire,3,"Profil recherché (FR):
Responsabilités:
- Project Mgmt
- Data Analysis
- Research
- Negotiation
Profil: Strategic Planning, Organization, Data Analysis
Compétences:
- Java
- SQL
Avantages: Organization; Digital Marketing; Excel; Budgeting
",Voiture de fonction,208260 DZD,"C++, Docker, Machine Learning, Java, Python, DevOps"
App Developer,SoftHouse,IT,Mid,"Jun 06, 2024",27 June 2024,2024-06-27,Informatique,Blida,5-7 ans,Licence,16,CDI,1,"Profil recherché (EN):
Responsabilités: Negotiation, Customer Service, UX/UI, Budgeting, Maintenance
Profil: Negotiation, Leadership
Compétences: Coordination; Python; Organization
Avantages:
- Compliance
- Communication
- Graphic Design
- Coordination
",Formation continue,441190-837567 DZD,"DevOps, Cloud Computing, Python, Kubernetes, Machine Learning, Network Security"
Operations Manager,AeroSpace,HR,Mid,21/01/2025,03/02/2025,2025-02-03,Marketing,Hybride,8-18 ans,Bac,12,Freelance,2,"As Mid Operations Manager, you'll perform strategic projects. Expérience requise: 8-18 ans. Éducation: Bac, 12 ans. Contrat: Freelance. Localisation: Hybride. Département: HR.",Participation bénéfices,À négocier,"Quality Control, Lean Management, Inventory Control, Supply Chain Management, Process Optimization, Logistics"
Event Planner,Global Solutions,Finance,Chief,29/10/2024,21 November 2024,2024-11-21,Informatique,Béjaïa,8-15 ans,Master,18,Volontariat,10,"Contrat: Volontariat. Localisation: Béjaïa. Département: Finance. En tant que Chief Event Planner, vous serez amené à coordonner les relations clients. Expérience requise: 8-15 ans. Éducation: Master, 18 ans.","Télétravail partiel, Assurance santé, Formation continue",36% commission,"Time Management, Critical Thinking, Problem Solving, Teamwork"
Product Manager,MediHealth,Engineering,Mid,2024-08-24,21/10/2024,2024-10-21,Ingénierie,Alger,9-16 ans,Master,18,Temps plein,10,"Profil recherché (EN):
Responsabilités: SEO; Customer Service
Profil: CAD, Blockchain, Strategic Planning, Negotiation, Java
Compétences:
- Network Security
- Teamwork
- SEO
- Coordination
- Logistics
Avantages: Network Security, Communication, Maintenance, Java
","Voiture de fonction, Télétravail partiel",348089 DZD,"Lean Management, Supply Chain Management, Inventory Control, Process Optimization, Quality Control, Logistics"
Investment Banker,Quantum Dynamics,Engineering,Junior,05 February 2025,05 May 2025,2025-05-05,Informatique,Annaba,7-15 ans,Master,18,Temps partiel,2,"En tant que Junior Investment Banker, vous serez amené à gérer l’équipe. Expérience requise: 7-15 ans. Éducation: Master, 18 ans. Contrat: Temps partiel. Localisation: Annaba. Département: Engineering.","Télétravail partiel, Ticket Restaurant, Voiture de fonction",22% commission,"Forecasting, SAP, Financial Analysis, Risk Management, Budgeting, Investment Strategies, Excel"
Civil Engineer,AgriFoods,Engineering,Senior,"Apr 21, 2025",06/07/2025,2025-07-06,Admin,Constantine,7-16 ans,None,0,Volontariat,3,"En tant que Senior Civil Engineer, vous serez amené à développer les systèmes. Contrat: Volontariat. Localisation: Constantine. Département: Engineering. As Senior Civil Engineer, you'll perform strategic projects.","Voiture de fonction, Horaires flexibles, Formation continue",77% commission,"Docker, Cloud Computing, Machine Learning, Java, SQL, Network Security, Python"
SEO Specialist,SoftHouse,Finance,Chief,"May 23, 2024",03/07/2024,2024-07-03,Ventes,Alger,7-9 ans,None,0,Freelance,10,"As Chief SEO Specialist, you'll lead strategic projects. En tant que Chief SEO Specialist, vous serez amené à développer les processus. Expérience requise: 7-9 ans. Éducation: None, 0 ans.","Horaires flexibles, Voiture de fonction",374016 DZD,"Social Media, Brand Management, Public Relations, Campaign Planning, Content Strategy, SEO, Google Analytics"
Data Scientist,AlphaTech,Legal,Junior,2024-07-04,2024-09-19,2024-09-19,RH,Tlemcen,7-7 ans,Master,18,Temporaire,1,"Profil recherché (FR):
Responsabilités:
- Maintenance
- Network Security
- Compliance
- Python
Profil:
- Teamwork
- Research
- Logistics
- SQL
Compétences: Negotiation; Compliance; Network Security
Avantages: Digital Marketing, Logistics, Java, Strategic Planning
",Assurance santé,237537-538235 DZD,"DevOps, Cloud Computing, C++, Network Security, Python, SQL"
Pharmacist,RetailSync,Engineering,Lead,"Mar 25, 2025",2025-04-30,2025-04-30,Finance,Tlemcen,3-8 ans,Master,18,Freelance,3,"Profil recherché (FR):
Responsabilités:
- Project Mgmt
- Java
- Communication
Profil: Blockchain; Compliance; Technical Writing; Budgeting
Compétences: Network Security, Teamwork
Avantages: Leadership, Digital Marketing, Maintenance, Teamwork
",,408991-534574 DZD,"HIPAA Compliance, Pharmacovigilance, Medical Terminology, Clinical Trials, Patient Care"
Recruiter,AgriGrow,Sales,Junior,08 July 2024,27 August 2024,2024-08-27,Ventes,Constantine,10-18 ans,None,0,CDD,3,"As Junior Recruiter, you'll design strategic projects. Contrat: CDD. Localisation: Constantine. Département: Sales. Expérience requise: 10-18 ans. Éducation: None, 0 ans.","Horaires flexibles, Voiture de fonction",385711 DZD,"Python, Machine Learning, Network Security, C++, SQL, Cloud Computing"
Legal Advisor,AeroSpace,Finance,Lead,19/02/2025,08/05/2025,2025-05-08,Logistique,Blida,10-17 ans,Licence,16,CDD,3,"Expérience requise: 10-17 ans. Éducation: Licence, 16 ans. As Lead Legal Advisor, you'll manage critical projects. En tant que Lead Legal Advisor, vous serez amené à coordonner l’équipe.","Ticket Restaurant, Formation continue, Télétravail partiel",304527-537162 DZD,"Litigation Support, Contract Drafting, Legal Research, Compliance, Negotiation"
UX Designer,Global Solutions,Legal,Junior,"Apr 29, 2024",2024-05-18,2024-05-18,Marketing,Annaba,10-15 ans,Master,18,Volontariat,2,"Profil recherché (FR):
Responsabilités:
- Graphic Design
- Leadership
Profil: CAD, Digital Marketing, Budgeting
Compétences: Logistics, Leadership, Coordination, UX/UI, Python
Avantages: Excel; Java
","Télétravail partiel, Formation continue, Ticket Restaurant",866523 DZD,"Adobe Photoshop, Color Theory, Sketch, Prototyping, Typography, UX Research, Illustrator"
Fashion Designer,Solaris,Sales,Junior,05/04/2025,02/06/2025,2025-06-02,Admin,Béjaïa,0-8 ans,Bac,12,CDI,1,"Profil recherché (MIX):
Responsabilités: Blockchain, Graphic Design, Research, Maintenance, Cloud
Profil: Python, Strategic Planning, Project Mgmt
Compétences: Coordination; Negotiation
Avantages: Compliance; Python; Budgeting
","Assurance santé, Prime performance",35% commission,"UX Research, Illustrator, Typography, Adobe Photoshop, Prototyping, Figma, Sketch"
Restaurant Manager,Nordic Finance,HR,Senior,"Jul 14, 2024",10 August 2024,2024-08-10,Juridique,Saïda,1-5 ans,None,0,CDI,5,"Expérience requise: 1-5 ans. Éducation: None, 0 ans. Contrat: CDI. Localisation: Saïda. Département: HR. En tant que Senior Restaurant Manager, vous serez amené à superviser les systèmes.","Prime performance, Télétravail partiel, Ticket Restaurant",65% commission,"Inventory Control, Supply Chain Management, Process Optimization, Lean Management"
Chem. Engineer,AlphaTech,Legal,Senior,05 September 2024,02 December 2024,2024-12-02,Ventes,Annaba,7-8 ans,Doctorat,20,Alternance,3,"As Senior Chem. Engineer, you'll perform strategic projects. En tant que Senior Chem. Engineer, vous serez amené à superviser l’équipe. Contrat: Alternance. Localisation: Annaba. Département: Legal.",Assurance santé,95% commission,"Cloud Computing, Kubernetes, Network Security, C++, Machine Learning"
Data Scientist,TransLogistics,Sales,Mid,22/12/2024,25/02/2025,2025-02-25,Admin,Hybride,9-11 ans,Master,18,Stage,2,"En tant que Mid Data Scientist, vous serez amené à développer l’équipe. As Mid Data Scientist, you'll perform critical projects. Expérience requise: 9-11 ans. Éducation: Master, 18 ans.",,341537-794929 DZD,"Network Security, SQL, Docker, Cloud Computing"
Training Specialist,EduLearn,Sales,Lead,31 July 2024,28 September 2024,2024-09-28,Ventes,Sétif,8-11 ans,Bac,12,Stage,5,"Profil recherché (FR):
Responsabilités:
- Network Security
- UX/UI
Profil: Excel, Leadership, Python
Compétences:
- Communication
- SQL
- Technical Writing
- Compliance
Avantages: Strategic Planning; Blockchain; Java
","Horaires flexibles, Voiture de fonction",456030 DZD,"Critical Thinking, Teamwork, Time Management, Problem Solving, Communication, Adaptability"
